paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category,average_sentiment
1025,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.973|jobb..2:0.027|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0.0,7,6,PA,1,egna meningar,1
1025,.,MAD,|,|,|,|,|,,8,2,IP,1,egna meningar,1
1026,Vädret,NN.NEU.SIN.DEF.NOM,|väder|,|väder..nn.1|,|väder..1:0.933|väder..2:0.045|väder..3:0.023|,|,|,0.0,1,2,SS,1,egna meningar,1
1026,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar,1
1026,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,3,2,MA,1,egna meningar,1
1026,perfekt,JJ.POS.UTR.SIN.IND.NOM,|perfekt|,|perfekt..av.1|,|perfekt..1:-1.000|,|,|,1.0,4,2,SP,1,egna meningar,1
1026,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,5,2,TA,1,egna meningar,1
1026,.,MAD,|,|,|,|,|,,6,2,IP,1,egna meningar,1
1027,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar,0
1027,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.808|bli..2:0.192|,|,|,0.0,2,0,ROOT,1,egna meningar,0
1027,precis,AB,|precis|,|precis..ab.1|,|precis..1:-1.000|,|,|,,3,4,AA,1,egna meningar,0
1027,klar,JJ.POS.UTR.SIN.IND.NOM,|klar|,|klar..av.1|,|klar..2:0.742|klar..1:0.139|klar..4:0.083|klar..3:0.035|,|,|,1.0,4,2,SP,1,egna meningar,0
1027,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,5,2,+A,1,egna meningar,0
1027,boken,NN.UTR.SIN.DEF.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.979|bok..2:0.021|,|,|,0.0,6,5,HD,1,egna meningar,0
1027,som,HP.-.-.-,|,|,|,|,|,,7,2,ET,1,egna meningar,0
1027,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,1,egna meningar,0
1027,har,VB.PRS.AKT,|ha|,|ha..vb.1|,|ha..1:0.712|ha..3:0.288|,|,|,0.0,9,7,UA,1,egna meningar,0
1027,velat,VB.SUP.AKT,|vela|vilja|,|vela..vb.1|vilja..vb.1|,|vela..1:0.801|vilja..1:0.199|,|,|,-1.0,10,9,VG,1,egna meningar,0
1027,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.958|läsa..2:0.042|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0.0,11,10,VG,1,egna meningar,0
1027,så,AB,|så|så länge|,|så..ab.1|så_länge..abm.1|,|så..1:-1.000|så_länge..1:-1.000|,|,|,,12,13,AA,1,egna meningar,0
1027,länge,AB.POS,|länge|så länge:12|,|länge..ab.1|så_länge..abm.1:12|,|länge..1:-1.000|så_länge..1:12:-1.000|,|,|,,13,11,TA,1,egna meningar,0
1027,.,MAD,|,|,|,|,|,,14,2,IP,1,egna meningar,0
1028,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar,0
1028,satte,VB.PRT.AKT,|sätta|,|sätta..vb.1|,|sätta..5:0.386|sätta..3:0.314|sätta..2:0.114|sätta..4:0.077|sätta..6:0.057|sätta..1:0.052|,|,|,0.0,2,0,ROOT,1,egna meningar,0
1028,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,3,2,MA,1,egna meningar,0
1028,tentan,NN.UTR.SIN.DEF.NOM,|tenta|,|tenta..nn.1|,|tenta..1:-1.000|,|,|,,4,6,DT,1,egna meningar,0
1028,förra,JJ.POS.UTR+NEU.SIN.DEF.NOM,|förra|,|förra..av.1|,|förra..1:-1.000|,|,|,0.0,5,6,DT,1,egna meningar,0
1028,veckan,NN.UTR.SIN.DEF.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0.0,6,2,OO,1,egna meningar,0
1028,asså,AB,|asså|,|asså..ab.1|,|alltså..2:0.502|alltså..1:0.498|,|,|,,7,2,AA,1,egna meningar,0
1028,.,MAD,|,|,|,|,|,,8,2,IP,1,egna meningar,0
1029,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,1,egna meningar,1
1029,hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0.0,2,0,ROOT,1,egna meningar,1
1029,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,1,egna meningar,1
1029,jättefin,JJ.POS.UTR.SIN.IND.NOM,|jättefin|,|jättefin..av.1|,|jättefin..2:0.918|jättefin..1:0.082|,|jätte..nn.1+fin..av.1:3.487e-10|jätte..ab.1+fin..av.1:3.297e-19|,|jätte+fin|,1.0,4,5,AT,1,egna meningar,1
1029,tavla,NN.UTR.SIN.IND.NOM,|tavla|,|tavla..nn.1|,|tavla..1:0.907|tavla..3:0.042|tavla..4:0.035|tavla..2:0.016|,|,|,0.0,5,2,OO,1,egna meningar,1
1029,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,6,5,ET,1,egna meningar,1
1029,loppmarknaden,NN.UTR.SIN.DEF.NOM,|loppmarknad|,|loppmarknad..nn.1|,|loppmarknad..1:-1.000|,|loppa..nn.1+marknad..nn.1:2.041e-10|lopp..nn.1+marknad..nn.1:2.041e-10|,|lopp+marknaden|,,7,6,PA,1,egna meningar,1
1029,.,MAD,|,|,|,|,|,,8,2,IP,1,egna meningar,1
1030,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar,1
1030,vann,VB.PRT.AKT,|vinna|,|vinna..vb.1|,|vinna..1:0.862|vinna..2:0.138|,|,|,1.0,2,0,ROOT,1,egna meningar,1
1030,biljetter,NN.UTR.PLU.IND.NOM,|biljett|,|biljett..nn.1|,|biljett..1:0.948|biljett..2:0.052|,|,|,,3,2,OO,1,egna meningar,1
1030,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,4,2,OA,1,egna meningar,1
1030,koncerten,NN.UTR.SIN.DEF.NOM,|koncert|,|,|,|kona..nn.1+cert..nn.1:1.529e-14|kon..nn.1+cert..nn.1:1.529e-14|,|kon+certen|,,5,4,PA,1,egna meningar,1
1030,.,MAD,|,|,|,|,|,,6,2,IP,1,egna meningar,1
1031,Alla,PN.UTR+NEU.PLU.IND.SUB+OBJ,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,1,2,SS,1,egna meningar,1
1031,verkade,VB.PRT.AKT,|verka|,|verka..vb.1|,|verka..1:0.601|verka..3:0.193|verka..4:0.126|verka..2:0.080|,|,|,0.0,2,0,ROOT,1,egna meningar,1
1031,gilla,VB.INF.AKT,|gilla|,|gilla..vb.1|,|gilla..1:0.985|gilla..2:0.015|,|gill..av.1+lägga..vb.1:4.226e-14|gilla..vb.1+lägga..vb.1:2.273e-21|,|gill+la|,1.0,3,2,VG,1,egna meningar,1
1031,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,6,DT,1,egna meningar,1
1031,nya,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,5,6,AT,1,egna meningar,1
1031,frisyr,NN.UTR.SIN.IND.NOM,|frisyr|,|frisyr..nn.1|,|frisyr..1:-1.000|,|,|,,6,3,OO,1,egna meningar,1
1031,.,MAD,|,|,|,|,|,,7,2,IP,1,egna meningar,1
1032,Traffiken,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,1,7,SS,-1,egna meningar,-1
1032,på,PP,|på|på väg|,|på..pp.1|på_väg..avm.1|,|på..1:-1.000|på_väg..1:-1.000|på_väg..2:-1.000|,|,|,,2,1,ET,-1,egna meningar,-1
1032,väg,NN.UTR.SIN.IND.NOM,|väg|på väg:2|,|väg..nn.1|på_väg..avm.1:2|,|väg..2:0.838|väg..1:0.162|på_väg..1:2:-1.000|på_väg..2:2:-1.000|,|,|,0.0,3,2,PA,-1,egna meningar,-1
1032,till,PP,|till|,|till..pp.1|,|till..1:-1.000|,|,|,,4,3,ET,-1,egna meningar,-1
1032,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.972|jobb..2:0.028|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0.0,5,4,PA,-1,egna meningar,-1
1032,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,6,7,TA,-1,egna meningar,-1
1032,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,7,0,ROOT,-1,egna meningar,-1
1032,hemsk,JJ.POS.UTR.SIN.IND.NOM,|hemsk|,|hemsk..av.1|,|hemsk..1:0.809|hemsk..2:0.191|,|,|,-1.0,8,7,SP,-1,egna meningar,-1
1032,.,MAD,|,|,|,|,|,,9,7,IP,-1,egna meningar,-1
1033,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1033,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.755|råka..1:0.245|,|,|,0.0,2,0,ROOT,-1,egna meningar,-1
1033,spilla,VB.INF.AKT,|spilla|,|spilla..vb.1|,|spilla..1:-1.000|,|spill..nn.1+lägga..vb.1:3.552e-13|spilla..vb.1+lägga..vb.1:1.114e-16|spila..vb.1+lägga..vb.1:2.273e-21|,|spill+la|spil+la|,-1.0,3,2,VG,-1,egna meningar,-1
1033,kaffe,NN.NEU.SIN.IND.NOM,|kaffe|,|kaffe..nn.1|,|kaffe..1:-1.000|,|,|,0.0,4,3,OO,-1,egna meningar,-1
1033,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,3,RA,-1,egna meningar,-1
1033,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,-1,egna meningar,-1
1033,dator,NN.UTR.SIN.IND.NOM,|dator|,|dator..nn.1|,|dator..1:-1.000|,|,|,0.0,7,5,PA,-1,egna meningar,-1
1033,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,8,3,AA,-1,egna meningar,-1
1033,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,9,8,HD,-1,egna meningar,-1
1033,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,10,8,HD,-1,egna meningar,-1
1033,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,11,8,+F,-1,egna meningar,-1
1033,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.650|hel..2:0.350|helt..1:0.000|,|,|,0.0,12,13,AA,-1,egna meningar,-1
1033,paj,JJ.POS.UTR.SIN.IND.NOM,|paj|,|paj..av.1|,|paj..2:-1.000|,|,|,,13,11,SP,-1,egna meningar,-1
1033,.,MAD,|,|,|,|,|,,14,2,IP,-1,egna meningar,-1
1034,Hon,PN.UTR.SIN.DEF.SUB,|hon|,|hon..pn.1|,|hon..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1034,tappade,VB.PRT.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.537|tappa..3:0.347|tappa..2:0.116|,|,|,-1.0,2,4,MS,-1,egna meningar,-1
1034,mobilen,NN.UTR.SIN.DEF.NOM,|mobil|,|mobil..nn.1|,|mobil..2:0.982|mobil..3:0.018|,|mo..nn.1+bil..nn.1:6.602e-11|mo..nn.1+bi..nn.1+l..nn.1:1.089e-26|mo..nn.1+bi..av.1+l..nn.1:1.347e-35|,|mo+bilen|mo+bi+len|,,3,2,OO,-1,egna meningar,-1
1034,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,0,ROOT,-1,egna meningar,-1
1034,spräckte,VB.PRT.AKT,|spräcka|,|spräcka..vb.1|,|spräcka..1:-1.000|,|,|,,5,4,+F,-1,egna meningar,-1
1034,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.798|skärm..1:0.202|,|skära..nn.1+men..nn.2:2.786e-12|skär..nn.1+men..nn.2:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skära..vb.1+men..nn.1:1.235e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|skär..av.1+men..nn.1:1.190e-12|,|skär+men|,,6,5,OO,-1,egna meningar,-1
1034,nyligen,AB,|nyligen|,|nyligen..ab.1|,|nyligen..1:-1.000|,|,|,,7,5,TA,-1,egna meningar,-1
1034,.,MAD,|,|,|,|,|,,8,4,IP,-1,egna meningar,-1
1035,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1035,försov,VB.PRT.AKT,|försova sig|,|försova_sig..vbm.1|,|försova_sig..1:-1.000|,|föra..vb.1+sova..vb.1:2.161e-13|för..nn.1+sova..vb.1:2.685e-16|,|för+sov|,,2,4,MS,-1,egna meningar,-1
1035,mig,PN.UTR.SIN.DEF.OBJ,|jag|försova sig:2|,|jag..pn.1|försova_sig..vbm.1:2|,|jag..1:-1.000|försova_sig..1:2:-1.000|,|,|,,3,2,OO,-1,egna meningar,-1
1035,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,4,0,ROOT,-1,egna meningar,-1
1035,missade,VB.PRT.AKT,|missa|,|missa..vb.1|,|missa..1:-1.000|,|miss..nn.1+säga..vb.1:7.056e-12|misse..nn.1+säga..vb.1:7.056e-12|miss..nn.2+säga..vb.1:7.056e-12|missa..vb.1+säga..vb.1:3.376e-21|,|miss+sade|,-1.0,5,4,+F,-1,egna meningar,-1
1035,föreläsningen,NN.UTR.SIN.DEF.NOM,|föreläsning|,|föreläsning..nn.1|,|föreläsning..1:-1.000|,|,|före+läsningen|,,6,5,OO,-1,egna meningar,-1
1035,.,MAD,|,|,|,|,|,,7,4,IP,-1,egna meningar,-1
1036,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1036,tappade,VB.PRT.AKT,|tappa|tappa bort|,|tappa..vb.1|tappa_bort..vbm.1|,|tappa..1:0.746|tappa..3:0.238|tappa..2:0.015|tappa_bort..1:-1.000|,|,|,-1.0,2,0,ROOT,-1,egna meningar,-1
1036,bort,PL,|bort|tappa bort:2|,|bort..ab.1|tappa_bort..vbm.1:2|,|bort..1:0.683|bort..2:0.317|tappa_bort..1:2:-1.000|,|,|,,3,2,PL,-1,egna meningar,-1
1036,sina,PS.UTR+NEU.PLU.DEF,|sig|,|sig..pn.1|,|sig..1:-1.000|,|,|,,4,5,DT,-1,egna meningar,-1
1036,nycklar,NN.UTR.PLU.IND.NOM,|nyckel|,|nyckel..nn.1|,|nyckel..1:0.937|nyckel..2:0.050|nyckel..3:0.013|,|,|,,5,2,OO,-1,egna meningar,-1
1036,.,MAD,|,|,|,|,|,,6,2,IP,-1,egna meningar,-1
1037,Filmen,NN.UTR.SIN.DEF.NOM,|film|,|film..nn.1|,|film..1:0.435|film..2:0.364|film..3:0.201|,|fil..nn.3+men..nn.1:2.857e-12|fil..nn.3+m..nn.1:2.857e-12|fil..nn.1+m..nn.1:2.857e-12|fil..nn.1+men..nn.1:2.857e-12|fil..nn.2+m..nn.1:2.857e-12|fil..nn.2+men..nn.1:2.857e-12|fil..nn.3+men..nn.2:2.857e-12|fil..nn.1+men..nn.2:2.857e-12|fil..nn.2+men..nn.2:2.857e-12|fila..vb.1+men..nn.1:1.027e-20|fila..vb.1+men..nn.2:1.027e-20|fila..vb.1+m..nn.1:1.027e-20|,|fil+men|,0.0,1,2,SS,-1,egna meningar,-1
1037,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar,-1
1037,en,PN.UTR.SIN.IND.SUB+OBJ,|man|,|man..pn.1|,|man..1:-1.000|,|,|,,3,2,OO,-1,egna meningar,-1
1037,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,4,3,ET,-1,egna meningar,-1
1037,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,5,6,DT,-1,egna meningar,-1
1037,värsta,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|ond|,|ond..av.1|,|ond..1:0.583|ond..2:0.161|ond..3:0.153|ond..4:0.103|,|,|,-1.0,6,4,PA,-1,egna meningar,-1
1037,han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,7,8,SS,-1,egna meningar,-1
1037,sett,VB.SUP.AKT,|se|,|se..vb.1|,|se..4:0.250|se..1:0.224|se..5:0.173|ses..1:0.160|se..2:0.133|se..3:0.044|se..6:0.015|,|,|,0.0,8,6,ET,-1,egna meningar,-1
1037,.,MAD,|,|,|,|,|,,9,2,IP,-1,egna meningar,-1
1038,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1038,gillar,VB.PRS.AKT,|gilla|,|gilla..vb.1|,|gilla..1:0.992|gilla..2:0.008|,|,|,-1.0,2,0,ROOT,-1,egna meningar,-1
1038,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,3,2,MA,-1,egna meningar,-1
1038,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,4,2,,-1,egna meningar,-1
1038,denna,DT.UTR.SIN.DEF,|denna|,|denna..pn.1|,|denna..1:-1.000|,|,|,,5,6,DT,-1,egna meningar,-1
1038,appen,NN.UTR.SIN.DEF.NOM,|app|,|app..nn.1|,|app..1:-1.000|,|app..nn.1+pen..nn.1:6.737e-12|apa..nn.1+pen..nn.1:4.566e-13|,|app+pen|ap+pen|,,6,2,OO,-1,egna meningar,-1
1038,.,MAD,|,|,|,|,|,,7,2,IP,-1,egna meningar,-1
1039,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,1,2,SS,-1,egna meningar,1
1039,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,-0.0,2,0,ROOT,-1,egna meningar,1
1039,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,3,2,,-1,egna meningar,1
1039,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,4,7,DT,-1,egna meningar,1
1039,särskilt,AB,|särskild|särskilt|,|särskild..av.1|särskilt..ab.1|,|särskilt..1:0.825|särskild..1:0.175|,|sär..sxc.1+skild..av.1:2.189e-21|sär..av.1+skild..av.1:1.090e-28|sära..vb.1+skild..av.1:8.387e-30|,|sär+skilt|,,5,6,CA,-1,egna meningar,1
1039,bra,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|bra|,|bra..av.2|,|bra..4:-1.000|,|,|,1.0,6,7,AT,-1,egna meningar,1
1039,sak,NN.UTR.SIN.IND.NOM,|sak|,|sak..nn.1|,|sak..1:0.680|sak..2:0.198|sak..3:0.121|,|,|,-0.0,7,2,SP,-1,egna meningar,1
1039,.,MAD,|,|,|,|,|,,8,2,IP,-1,egna meningar,1
1040,Användargränssnittet,NN.NEU.SIN.DEF.NOM,|användargränssnitt|,|,|,|användare..nn.1+gränssnitt..nn.1:4.551e-16|användare..nn.1+gräns..nn.1+snitt..nn.1:1.339e-20|användare..nn.1+grän..nn.1+snitt..nn.1:1.339e-20|,|användar+gränssnittet|användar+gräns+snittet|,,1,2,SS,-1,egna meningar,-1
1040,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar,-1
1040,det,DT.NEU.SIN.DEF,|en|den|,|en..al.1|den..pn.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|,|,|,,3,5,DT,-1,egna meningar,-1
1040,största,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|stor|,|stor..av.1|,|stor..1:-1.000|,|,|,0.0,4,5,AT,-1,egna meningar,-1
1040,problemet,NN.NEU.SIN.DEF.NOM,|problem|,|problem..nn.1|,|problem..1:-1.000|,|,|,-1.0,5,2,SP,-1,egna meningar,-1
1040,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,6,5,ET,-1,egna meningar,-1
1040,sidan,NN.UTR.SIN.DEF.NOM,|sida|,|sida..nn.1|,|sida..4:0.467|sida..2:0.270|sida..1:0.146|sida..3:0.116|,|,|,0.0,7,6,HD,-1,egna meningar,-1
1040,.,MAD,|,|,|,|,|,,8,2,IP,-1,egna meningar,-1
1041,Tentan,NN.UTR.SIN.DEF.NOM,|tenta|,|tenta..nn.1|,|tenta..1:-1.000|,|,|,,1,2,SS,-1,egna meningar,-1
1041,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,2,0,ROOT,-1,egna meningar,-1
1041,jättesvår,JJ.POS.UTR.SIN.IND.NOM,|jättesvår|,|jättesvår..av.1|,|jättesvår..1:-1.000|,|jätte..nn.1+svår..av.1:1.121e-10|jätte..ab.1+svår..av.1:1.060e-19|,|jätte+svår|,-1.0,3,2,SP,-1,egna meningar,-1
1041,.,MAD,|,|,|,|,|,,4,2,IP,-1,egna meningar,-1
1042,Efter,PP,|efter|,|efter..pp.1|,|efter..1:-1.000|efter..2:-1.000|,|,|,,1,11,OO,1,egna meningar,-1
1042,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,2,3,SS,1,egna meningar,-1
1042,ha,VB.INF.AKT,|ha|,|ha..vb.1|,|ha..1:0.948|ha..3:0.052|,|,|,0.0,3,0,ROOT,1,egna meningar,-1
1042,kämpat,VB.SUP.AKT,|kämpa|,|kämpa..vb.1|,|kämpa..2:0.762|kämpa..1:0.238|,|,|,0.0,4,3,VG,1,egna meningar,-1
1042,mot,PP,|mot|,|mot..pp.1|,|mot..1:-1.000|mot..2:-1.000|,|,|,,5,4,AA,1,egna meningar,-1
1042,ångest,NN.UTR.SIN.IND.NOM,|ångest|,|ångest..nn.1|,|ångest..1:-1.000|,|ånga..nn.1+est..nn.1:1.006e-13|ånga..vb.1+est..nn.1:3.667e-21|,|ång+est|,-1.0,6,7,CJ,1,egna meningar,-1
1042,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,5,PA,1,egna meningar,-1
1042,depression,NN.UTR.SIN.IND.NOM,|depression|,|depression..nn.1|,|depression..1:0.998|depression..2:0.002|,|,|,-1.0,8,7,CJ,1,egna meningar,-1
1042,i,PP,|i|i åratal|,|i..pp.1|i_åratal..abm.1|,|i..2:-1.000|i_åratal..1:-1.000|,|,|,,9,7,ET,1,egna meningar,-1
1042,åratal,NN.NEU.PLU.IND.NOM,|åratal|i åratal:09|,|åratal..nn.1|i_åratal..abm.1:09|,|åratal..1:-1.000|i_åratal..1:09:-1.000|,|å..nn.2+rata..vb.1+al..nn.1:8.842e-22|,|å+rat+al|,,10,9,PA,1,egna meningar,-1
1042,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.631|känna..1:0.261|känna..4:0.102|känna..3:0.006|känna_sig..1:-1.000|,|,|,-0.0,11,3,MS,1,egna meningar,-1
1042,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,12,11,SS,1,egna meningar,-1
1042,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:11|,|jag..pn.1|känna_sig..vbm.1:11|,|jag..1:-1.000|känna_sig..1:11:-1.000|,|,|,,13,11,IO,1,egna meningar,-1
1042,nu,AB,|nu|,|nu..ab.1|,|nu..1:-1.000|,|,|,,14,11,TA,1,egna meningar,-1
1042,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,15,11,,1,egna meningar,-1
1042,alls,AB,|alls|,|alls..ab.1|,|alls..1:-1.000|,|,|,,16,17,AA,1,egna meningar,-1
1042,ledsen,JJ.POS.UTR.SIN.IND.NOM,|ledsen|,|ledsen..av.1|,|ledsen..1:0.932|ledsen..2:0.068|,|led..nn.2+sen..av.1:1.326e-11|led..nn.1+sen..av.1:1.326e-11|led..nn.3+sen..av.1:1.326e-11|leda..vb.1+sen..av.1:1.142e-13|led..av.1+sen..av.1:2.694e-20|,|led+sen|,1.0,17,11,SP,1,egna meningar,-1
1042,.,MAD,|,|,|,|,|,,18,3,IP,1,egna meningar,-1
1043,Han,PN.UTR.SIN.DEF.SUB,|han|,|han..pn.1|,|han..1:-1.000|,|,|,,1,2,SS,-1,8 sidor,-1
1043,tycker,VB.PRS.AKT,|tycka|,|tycka..vb.1|,|tycka..1:-1.000|,|,|,0.0,2,0,ROOT,-1,8 sidor,-1
1043,bland,PP,|bland|bland annat|,|bland..pp.1|bland_annat..abm.1|,|bland..1:-1.000|bland_annat..1:-1.000|,|,|,,3,2,CA,-1,8 sidor,-1
1043,annat,PN.NEU.SIN.IND.SUB+OBJ,|annan|bland annat:3|,|annan..pn.1|bland_annat..abm.1:3|,|annan..1:-1.000|bland_annat..1:3:-1.000|,|,|,,4,3,HD,-1,8 sidor,-1
1043,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,5,2,OO,-1,8 sidor,-1
1043,utrikespolitiken,NN.UTR.SIN.DEF.NOM,|utrikespolitik|,|utrikespolitik..nn.1|,|utrikespolitik..1:-1.000|,|utrikes..ab.1+politik..nn.1:5.863e-12|utrikes..av.1+politik..nn.1:8.577e-20|,|utrikes+politiken|,,6,7,SS,-1,8 sidor,-1
1043,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,7,5,UA,-1,8 sidor,-1
1043,dålig,JJ.POS.UTR.SIN.IND.NOM,|dålig|,|dålig..av.1|,|dålig..1:0.910|dålig..2:0.090|,|,|,-1.0,8,7,SP,-1,8 sidor,-1
1043,.,MAD,|,|,|,|,|,,9,2,IP,-1,8 sidor,-1
1044,Egentligen,AB,|egentligen|,|egentligen..ab.1|,|egentligen..1:-1.000|,|,|,,1,2,AA,-1,8 sidor,-1
1044,tycker,VB.PRS.AKT,|tycka|,|tycka..vb.1|,|tycka..1:-1.000|,|,|,0.0,2,0,ROOT,-1,8 sidor,-1
